seed,task_id,host,n_batches,mean_route_weight,mean_mutualistic_gain,mean_memory_risk,mean_expected_update_importance,mean_observed_update_allocation,mean_lsa_pearson,mean_lsa_cosine,suspicious_rate
3,3,H1,152,0.4294889285964401,0.33962058606210566,0.4294889291244523,0.47932549437790317,0.1732938740593929,-0.08387549237051448,0.672956434537172,0.9342105263157895
3,3,H5,152,0.1869902005909305,0.13227071929168693,0.1869902006643099,0.20589947383128362,0.13104838919765277,-0.08387549237051448,0.672956434537172,0.8092105263157895
3,3,H3,152,0.18711199675147472,-0.023128730204011873,0.18711199684848925,0.14417638626762685,0.3246042769666542,-0.08387549237051448,0.672956434537172,0.7828947368421053
3,3,H2,152,0.0917294065002352,0.021102068675332805,0.09172940652740207,0.0858347712645141,0.24387561474373845,-0.08387549237051448,0.672956434537172,0.7697368421052632
3,3,H4,152,0.1046794667889021,0.008497161073460326,0.1046794668353465,0.08476387425867228,0.1271778450325617,-0.08387549237051448,0.672956434537172,0.6513157894736842
3,4,H2,152,0.41257671136899216,0.29660368548254484,0.4125767110551525,0.4353979657525814,0.3637255911565747,0.5258356203257355,0.832520219506999,0.8881578947368421
3,4,H3,152,0.30455803282951055,0.19274657195641492,0.30455803262571707,0.31755151284167565,0.18302548522928241,0.5258356203257355,0.832520219506999,0.6973684210526315
3,4,H4,152,0.09900358801487048,0.026641394550238926,0.09900358774365692,0.09262114244964263,0.1231625127521978,0.5258356203257355,0.832520219506999,0.29605263157894735
3,4,H5,152,0.05474236589170208,0.01138978541496234,0.054742365851050134,0.047458864032582815,0.11989466848271081,0.5258356203257355,0.832520219506999,0.19078947368421054
3,4,H1,152,0.12911930278335748,0.0180724744582783,0.1291193027244234,0.10697051492351754,0.21019174237923427,0.5258356203257355,0.832520219506999,0.1513157894736842
4,0,H4,152,0.4997995784016032,0.4211246448617545,0.0,0.5044116620837644,0.5071771117884941,0.8754477475974527,0.9270687638799524,0.006578947368421052
4,0,H1,152,0.04668351171513725,0.028525954568018038,0.0,0.04516966893054156,0.07927909409962297,0.8754477475974527,0.9270687638799524,0.0
4,0,H2,152,0.4009893079239287,0.3304639317127383,0.0,0.39988524534951736,0.34338340149417496,0.8754477475974527,0.9270687638799524,0.0
4,0,H3,152,0.04529142070953783,0.030762449750880015,0.0,0.0437860045513361,0.06147854934526781,0.8754477475974527,0.9270687638799524,0.0
4,0,H5,152,0.007236182620736623,0.00330853652603703,0.0,0.006747419084840592,0.008681843272440154,0.8754477475974527,0.9270687638799524,0.0
4,1,H4,152,0.9822730453390824,0.9787320941028679,0.9822730457943187,0.9852489539137624,0.7218603983225895,0.9150665506067326,0.9273721913364821,1.0
4,1,H2,152,0.01024470012213753,0.0028658374399953405,0.010244700071104076,0.00849052022771432,0.22354380445592414,0.9150665506067326,0.9273721913364821,0.8881578947368421
4,1,H3,152,0.004633196087333521,0.0014136982445003931,0.004633196058016735,0.003910207825581619,0.02911103595472866,0.9150665506067326,0.9273721913364821,0.019736842105263157
4,1,H1,152,0.002450711514125272,0.0006096626180392633,0.002450711467802651,0.002001251137539005,0.022610896256010413,0.9150665506067326,0.9273721913364821,0.006578947368421052
4,1,H5,152,0.00039834661227264166,0.0001924703390900949,0.0003983466087578489,0.0003490668954026465,0.0028738650107472128,0.9150665506067326,0.9273721913364821,0.0
4,2,H1,152,0.4737664120873792,0.421620048181052,0.4737664139745476,0.5195219562082085,0.21733289188709096,0.36184137065297284,0.7071461395294348,0.8223684210526315
4,2,H4,152,0.2731861407672496,0.10391093374066011,0.2731861421036156,0.24723896240061527,0.39874626852542666,0.36184137065297284,0.7071461395294348,0.6907894736842105
4,2,H3,152,0.1915956475246563,0.11344633314568942,0.1915956482642858,0.18688531761798222,0.1070686513069246,0.36184137065297284,0.7071461395294348,0.5855263157894737
4,2,H2,152,0.03975660483181281,-0.008510318989477583,0.039756604882537266,0.02987454553523347,0.20603968762377547,0.36184137065297284,0.7071461395294348,0.5526315789473685
4,2,H5,152,0.021695190695984485,8.674309907020421e-05,0.02169519077501376,0.016479218237960516,0.07081250065678228,0.36184137065297284,0.7071461395294348,0.3355263157894737
4,3,H1,152,0.11339941209084109,0.020128769090301767,0.11339941167141938,0.10177227546203732,0.44458661759216317,-0.0162334714310172,0.5657307382902538,0.8947368421052632
4,3,H3,152,0.3005557724911916,0.146053024865866,0.3005557728340749,0.2935848618467551,0.13694383219000753,-0.0162334714310172,0.5657307382902538,0.8486842105263158
4,3,H5,152,0.397240600818278,0.33944128012192826,0.3972406022839044,0.43967117917029297,0.1796442715154025,-0.0162334714310172,0.5657307382902538,0.8421052631578947
4,3,H2,152,0.034283701250770765,-0.007966586665672326,0.03428370128862199,0.025712775966466494,0.11908548869432078,-0.0162334714310172,0.5657307382902538,0.6776315789473685
4,3,H4,152,0.1545205117742482,0.049129086777668834,0.15452051192197924,0.13925890755444828,0.11973979000810606,-0.0162334714310172,0.5657307382902538,0.6447368421052632
4,4,H1,152,0.400126554562073,0.1695862649178824,0.40012655525960644,0.3963822637223487,0.2704077139936145,0.4878360675049553,0.8187122434470467,0.7960526315789473
4,4,H5,152,0.33315293765381765,0.21188328242338605,0.33315293809245367,0.38422421848010646,0.23379639588388823,0.4878360675049553,0.8187122434470467,0.7894736842105263
4,4,H3,152,0.048979088811105805,-0.008122023027952688,0.04897908887852757,0.038509907281414325,0.1897691101092438,0.4878360675049553,0.8187122434470467,0.4605263157894737
4,4,H2,152,0.09802312261768077,0.004117367032142267,0.09802312284753398,0.083097647566737,0.1672496866282296,0.4878360675049553,0.8187122434470467,0.34210526315789475
4,4,H4,152,0.11971829473776252,0.010800038362602045,0.11971829492187835,0.09778596294939353,0.13877709338502395,0.4878360675049553,0.8187122434470467,0.18421052631578946
