method,seed,model_family,final_avg_acc,min_task_acc,context_entropy_mean,context_margin_mean,context_top1_acc_mean,latent_frechet_margin_mean,prototype_weight_mean,class2_margin_vs4_mean,class5_margin_vs4_mean,class2_logit_rank_mean,class5_logit_rank_mean,trainable_params,total_params,backbone_params,readout_trainable_params,readout_total_params,model_size_mb_total,probe_row,backbone_source,probe_feature,probe_context_mode,middle_avg_acc,middle_min_acc,avg_forgetting,old_class_acc,recent_class_acc,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,min_class_acc,pred4_bias,method_role
baseline_experience_replay,4,mlp_baseline,0.753,0.62125,,,,,0.0,4.5952229499816895,2.4683237075805664,1.8524999618530273,1.6174999475479126,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.744375,0.71625,0.17218750000000002,0.7383333333333333,0.6608333333333333,0.7125,0.81,0.6925,0.55,0.745,0.6875,0.55,0.10500000000000001,deployable_continual_baseline
baseline_finetune,0,mlp_baseline,0.19075,0.0,,,,,0.0,2.4342806339263916,-0.9657961130142212,4.460000038146973,10.0,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9340625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_finetune,1,mlp_baseline,0.19025,0.0,,,,,0.0,2.902089834213257,1.3292968273162842,3.0,4.429999828338623,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9334374999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_finetune,2,mlp_baseline,0.191,0.0,,,,,0.0,-0.737994909286499,-1.0481953620910645,9.487500190734863,9.854999542236328,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_finetune,3,mlp_baseline,0.18975,0.0,,,,,0.0,0.2635422646999359,0.037378307431936264,6.545000076293945,8.1899995803833,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9290625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_finetune,4,mlp_baseline,0.18675,0.0,,,,,0.0,1.278267741203308,-0.7599275708198547,3.8424999713897705,7.987500190734863,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.933125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_hard_top1_moe,0,hard_top1_moe,0.19075,0.0,0.0,,,,0.0,1.7105270624160767,0.447719931602478,3.7950000762939453,5.732500076293945,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0025,0.0,0.92875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_hard_top1_moe,1,hard_top1_moe,0.18825,0.0,0.0,,,,0.0,1.3033175468444824,1.846410870552063,7.295000076293945,6.377500057220459,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9303125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_hard_top1_moe,2,hard_top1_moe,0.189,0.0,0.0,,,,0.0,3.196920871734619,3.037849187850952,5.599999904632568,5.849999904632568,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9271875,0.0,0.0008333333333333334,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_hard_top1_moe,3,hard_top1_moe,0.18925,0.0,0.0,,,,0.0,-2.0229744911193848,-0.16599851846694946,8.907500267028809,6.727499961853027,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_hard_top1_moe,4,hard_top1_moe,0.17225,0.0,0.0,,,,0.0,0.05666472762823105,-0.4462791383266449,5.599999904632568,9.479999542236328,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.931875,0.0008333333333333334,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_joint_upper_bound,0,joint_upper_bound,0.7605000000000001,0.62,,,,,0.0,5.0406904220581055,2.67551326751709,1.9450000524520874,1.7899999618530273,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.75875,0.69875,0.0,0.7616666666666667,0.6666666666666666,0.805,0.8425,0.6375,0.6025,0.7675,0.63,0.6025,0.11124999999999999,diagnostic_upper_bound
baseline_joint_upper_bound,1,joint_upper_bound,0.7464999999999999,0.615,,,,,0.0,5.455962657928467,1.7905453443527222,1.6799999475479126,1.7825000286102295,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.745,0.69125,0.0,0.7666666666666666,0.645,0.73,0.8925,0.6775,0.5525,0.72,0.6625,0.5525,0.09924999999999999,diagnostic_upper_bound
baseline_joint_upper_bound,2,joint_upper_bound,0.7627499999999999,0.58625,,,,,0.0,5.262571334838867,2.023686170578003,1.8600000143051147,1.8049999475479126,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.764375,0.70375,0.0,0.7575,0.6458333333333334,0.755,0.875,0.6425,0.53,0.775,0.6325,0.53,0.11474999999999999,diagnostic_upper_bound
baseline_joint_upper_bound,3,joint_upper_bound,0.733,0.64875,,,,,0.0,5.745604038238525,1.3659353256225586,1.3450000286102295,2.007499933242798,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.67625,0.64875,0.0,0.7775000000000002,0.6341666666666667,0.66,0.8725,0.8,0.605,0.7225,0.575,0.575,0.10375000000000001,diagnostic_upper_bound
baseline_joint_upper_bound,4,joint_upper_bound,0.763,0.6525,,,,,0.0,5.231719970703125,2.4710729122161865,1.9249999523162842,1.7100000381469727,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.733125,0.6825,0.0,0.8000000000000002,0.6774999999999999,0.8675,0.895,0.6375,0.6675,0.6975,0.6675,0.6375,0.093,diagnostic_upper_bound
baseline_lwf,0,mlp_baseline,0.26999999999999996,0.06125,,,,,0.0,1.2271292209625244,2.4575207233428955,3.5,3.4149999618530273,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.094375,0.06125,0.004375000000000018,0.7008333333333333,0.08583333333333333,0.9525,0.9775,0.1725,0.0025,0.0,0.255,0.0,0.0,deployable_continual_baseline
baseline_lwf,1,mlp_baseline,0.24275000000000002,0.02625,,,,,0.0,0.7005500197410583,2.210693359375,4.025000095367432,3.934999942779541,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.051250000000000004,0.03875,0.00437499999999999,0.6516666666666666,0.0425,0.9175,0.985,0.0525,0.0,0.115,0.0125,0.0,0.0125,deployable_continual_baseline
baseline_lwf,2,mlp_baseline,0.2885,0.09,,,,,0.0,1.1139593124389648,2.224395275115967,3.447499990463257,3.5875000953674316,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.0925,0.09125,0.004687500000000011,0.6875,0.06333333333333334,0.8925,0.9925,0.1775,0.0025,0.1075,0.08,0.0025,0.01125,deployable_continual_baseline
baseline_lwf,3,mlp_baseline,0.23575,0.0,,,,,0.0,1.0880951881408691,2.455989122390747,3.697499990463257,3.734999895095825,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.033125,0.0,0.0034374999999999887,0.6475,0.0,0.965,0.96,0.0175,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_lwf,4,mlp_baseline,0.21200000000000002,0.0125,,,,,0.0,0.9848049879074097,1.8606404066085815,3.884999990463257,4.207499980926514,82890,82890,82890.0,,,0.31620025634765625,False,baseline_sequential_or_joint,baseline_logits,none,0.015625,0.0125,0.0025000000000000014,0.6591666666666666,0.012499999999999999,0.955,0.99,0.0325,0.0,0.0,0.0375,0.0,0.0,deployable_continual_baseline
baseline_noisy_topk_moe,0,noisy_topk_moe,0.19075,0.0,0.005981521727517247,,,,0.0,-4.558222770690918,2.1846065521240234,10.0,3.0,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.936875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_noisy_topk_moe,1,noisy_topk_moe,0.19025,0.0,0.08615182340145111,,,,0.0,0.9892557263374329,0.27842503786087036,5.022500038146973,7.567500114440918,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9259375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_noisy_topk_moe,2,noisy_topk_moe,0.187,0.0,0.2758898824453354,,,,0.0,1.8166899681091309,-0.09720069169998169,7.007500171661377,8.787500381469727,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.933125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_noisy_topk_moe,3,noisy_topk_moe,0.19125,0.0,0.0022409935481846333,,,,0.0,-1.5202103853225708,-3.024268865585327,7.0,10.0,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.934375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_noisy_topk_moe,4,noisy_topk_moe,0.1875,0.0,0.0017578970931936056,,,,0.0,1.9848260879516602,1.6551353931427002,5.0,6.0,445391,445391,445391.0,,,1.6990318298339844,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.938125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_pnn,0,pnn_fixed_columns,0.19025,0.0,,,,,0.0,4.386859893798828,-0.5440379977226257,5.5,9.602499961853027,85450,414410,414410.0,,,1.5808486938476562,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_pnn,1,pnn_fixed_columns,0.19,0.0,,,,,0.0,1.3441592454910278,-1.0566426515579224,6.627500057220459,9.789999961853027,85450,414410,414410.0,,,1.5808486938476562,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9212499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
baseline_pnn,2,pnn_fixed_columns,0.18625,0.0,,,,,0.0,-3.521303415298462,1.956721544265747,8.399999618530273,5.054999828338623,85450,414410,414410.0,,,1.5808486938476562,False,baseline_sequential_or_joint,baseline_logits,none,0.0,0.0,0.9296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployable_continual_baseline
